transaction_id,is_fraud
T22594-10418,0
T1476-372346,1
T90334-969226,0
T73998-457209,0
T81333-702674,0
T6782-684565,0
T86214-949854,0
T73646-648712,0
T19732-585100,1
T93550-83355,0
T85125-871773,0
T42151-76061,0
T71038-350612,0
T43802-25237,0
T43159-258296,0
T43412-280592,0
T53091-115343,0
T52329-679949,0
T34073-470333,0
T50875-219448,0
T82546-655479,0
T31628-408668,0
T35957-816357,0
T93391-366001,0
T3261-230801,0
T93288-884391,0
T19600-122700,0
T3595-734211,0
T91336-75190,0
T46173-705174,0
T27394-291485,0
T1491-447059,0
T80137-572323,0
T12716-466722,0
T97478-111624,0
T85935-402619,0
T34411-184298,0
T20564-70903,0
T66739-454882,0
T91444-794715,0
T171-459365,0
T48037-802698,0
T66242-432467,0
T10494-100189,0
T23391-373306,0
T43295-799457,0
T24794-607128,0
T78721-666195,0
T81953-423228,0
T79486-82270,0
T53242-769759,0
T72522-405762,0
T14587-663257,0
T3802-680106,0
T33270-89014,0
T22936-28813,0
T56216-390672,0
T4594-99362,0
T60829-20013,0
T42644-866425,1
T85218-664652,0
T42276-650726,0
T70851-533583,0
T43687-410324,0
T15366-925692,0
T30246-298371,0
T96086-489390,0
T62628-618334,0
T11625-887286,0
T93723-902643,0
T77456-501039,0
T42480-470249,0
T21767-311487,0
T46666-502950,0
T11293-625305,0
T19790-963353,0
T2291-912048,0
T14877-717874,0
T59987-238326,0
T11477-687621,0
T42737-259013,0
T33659-22565,0
T83868-77069,0
T2767-906474,1
T6735-929023,0
T6717-193186,0
T39961-48271,0
T1364-385083,0
T52067-585987,0
T91172-642504,0
T91447-24854,0
T48421-439182,0
T39540-821211,0
T63287-809834,0
T43305-952372,0
T69954-103960,0
T4062-953878,1
T4141-145275,0
T92520-315702,0
T39985-232742,0
T11804-415779,0
T20558-557876,0
T33044-552519,0
T24176-281086,0
T43215-171612,0
T14882-65706,1
T76436-329148,0
T89520-214482,0
T32878-329706,0
T31837-264206,0
T59535-194206,0
T90473-136136,0
T9608-828863,0
T77753-596784,0
T67066-920162,0
T5220-868683,0
T42124-249157,0
T42288-147665,0
T80601-30226,0
T41090-593966,0
T66113-12497,0
T67417-937766,0
T93396-45484,0
T118-514128,0
T88590-370020,0
T60241-761484,0
T61752-96592,0
T76419-53150,0
T51850-17481,0
T17134-380787,0
T40773-865496,0
T53740-507845,0
T47280-616083,1
T39208-781045,0
T59238-947698,0
T41787-278750,0
T71921-894629,0
T55578-445660,0
T66737-482882,0
T41364-261522,1
T85394-938853,0
T3221-949880,0
T94242-322451,0
T41929-409520,0
T74667-335138,0
T23543-462318,0
T43836-204367,0
T16193-656061,0
T46130-666693,0
T28179-803908,0
T75212-320107,0
T90975-391107,0
T70249-664752,0
T11511-778781,0
T33883-10559,0
T81688-828109,0
T18797-90342,0
T37138-783027,0
T78352-55521,0
T56907-143023,0
T30533-588585,0
T5023-637897,0
T65810-404708,0
T94687-960967,0
T69074-956883,0
T27113-911912,0
T99646-902550,0
T86797-14724,0
T24773-281089,0
T26403-635411,0
T95503-329368,0
T36977-120825,0
T87294-729578,0
T61114-501278,0
T85230-968807,0
T78115-137344,0
T63937-348497,0
T12922-798544,0
T54807-466755,0
T21324-132347,0
T7345-618791,0
T55462-14365,0
T57932-943725,1
T33223-552464,0
T89885-444284,0
T42161-461264,0
T63759-627429,0
T90553-396890,0
T96359-789389,0
T58245-744259,0
T76648-165915,0
T70130-138647,0
T93823-920235,0
T84423-229258,0
T73283-829486,0
T44353-918536,0
T34912-929336,0
T99448-832879,0
T16050-299015,0
T6558-585063,0
T22630-282268,0
T8597-172605,0
T255-144969,0
T71079-277523,0
T98424-628756,0
T93585-858334,0
T32434-159694,0
T22623-518622,0
T4477-592482,0
T85449-18496,0
T70383-503440,0
T42974-334489,0
T19188-897215,0
T99043-759250,0
T87277-439886,0
T48103-255724,0
T33809-185645,0
T87412-988539,0
T44531-87438,0
T54176-452636,0
T21217-259236,0
T39568-965242,0
T53883-153658,0
T1630-351423,1
T78975-726908,0
T82856-27883,0
T70383-886941,0
T63137-463083,0
T4407-494540,0
T42093-588457,0
T76190-645431,0
T90657-365581,0
T88422-469035,0
T50255-639658,0
T73596-476060,0
T94791-782617,0
T90874-707826,0
T84729-194348,0
T11837-921670,1
T56357-470735,0
T3796-285073,0
T87424-28944,0
T27353-125346,0
T75136-421285,0
T61992-580599,0
T96502-323990,0
T69783-425671,0
T95557-450743,0
T56885-586281,0
T84914-348376,0
T97797-57136,0
T39783-307937,0
T71275-280550,0
T83990-765384,0
T73890-331668,0
T73020-225672,0
T72376-776029,0
T35882-788998,0
T8306-697770,0
T18403-142341,0
T9344-151000,0
T66717-213109,0
T4359-514338,0
T85497-405068,0
T6870-472341,0
T95920-535432,0
T31698-953798,0
T36346-255611,0
T77810-998637,0
T32914-933887,0
T13488-825301,0
T26284-138446,0
T79444-287523,0
T62446-493971,0
T63693-610182,0
T10050-999422,0
T85559-901079,0
T28172-455024,0
T58970-181691,0
T95748-233187,0
T3068-782157,0
T68980-898638,0
T86797-528348,0
T3725-593428,0
T24263-962842,0
T93929-889337,0
T51931-410173,0
T4288-520572,0
T34894-71760,0
T42959-368688,0
T8384-774231,0
T84620-563747,0
T32287-362021,0
T12398-702182,0
T23333-720835,0
T66214-514607,0
T83761-801184,0
T3660-988466,0
T70206-920534,0
T40461-965735,0
T8623-616123,0
T28560-173966,0
T98365-945483,0
T34820-241106,0
T48367-263296,0
T86425-146544,0
T87843-132725,0
T27018-612024,1
T59359-548007,0
T57760-560379,0
T88183-310469,0
T41740-188468,0
T26137-481639,0
T17746-876603,0
T98399-745181,0
T80710-899690,0
T70935-260490,0
T4459-824202,1
T92493-648593,0
T69493-360436,0
T96320-594576,0
T31215-970731,0
T85227-290139,0
T53679-888259,0
T94220-69966,0
T36176-337324,0
T77858-496363,0
T97302-866361,0
T19363-580018,0
T52872-563832,0
T25638-289132,0
T93285-950628,0
T38879-333356,0
T84340-48563,0
T15564-419676,1
T48973-220557,0
T1777-830541,0
T20172-874440,0
T92366-219048,0
T41304-399603,0
T17854-738633,0
T23532-721417,0
T9193-167075,0
T16965-487830,0
T2690-493641,1
T78295-75831,0
T1410-278149,0
T32912-606590,0
T86152-123362,0
T99955-848623,0
T79767-283453,0
T90548-225498,0
T83947-283845,0
T1413-711671,0
T57898-764243,0
T46475-673456,0
T55946-337149,0
T14746-324970,0
T72673-908169,0
T79820-555338,0
T24449-11562,0
T7333-52660,0
T46282-304567,0
T10771-531978,0
T24668-699096,0
T24030-395053,0
T77876-466290,0
T52559-940927,0
T47620-123564,0
T46394-74511,0
T52838-826362,0
T69374-915457,1
T31180-524269,0
T91515-495423,0
T79836-218545,0
T15636-742014,0
T51176-307518,0
T42172-122526,0
T78545-729741,0
T6050-561606,0
T30465-187945,0
T65848-520940,0
T96853-779238,0
T99087-949891,0
T3325-172549,0
T34852-740852,0
T29492-963869,0
T44940-171601,0
T74024-354610,0
T14771-561270,0
T46687-712579,0
T60590-368101,0
T60689-581789,0
T74106-583139,0
T87348-42448,0
T1529-955265,0
T53978-367686,0
T70434-829726,0
T26716-218604,0
T39223-200040,0
T18889-268381,0
T96458-312026,0
T57358-132900,0
T19870-87225,0
T89698-557239,0
T26021-431343,0
T23409-603939,0
T34854-453112,0
T14166-96308,0
T7871-409836,0
T63826-991041,0
T17689-433982,0
T91252-227305,0
T15415-106702,0
T3557-410203,0
T13429-838315,0
T9373-389907,0
T90184-306713,0
T70472-136118,0
T37087-99570,0
T47776-472315,0
T27653-715414,0
T38825-472103,0
T79725-213710,0
T64074-188357,0
T47995-468827,0
T51491-662525,0
T56234-412511,0
T94333-600295,0
T13688-593073,0
T30047-527739,0
T65961-128570,0
T60889-766739,0
T92610-876622,0
T42248-486380,0
T29611-991343,0
T26498-646486,0
T74130-443426,0
T22825-232667,0
T41983-697629,0
T82683-651816,0
T26659-72266,0
T27741-798451,0
T20206-544044,0
T3152-954653,0
T57709-817655,0
T63813-183905,0
T62617-653241,0
T88928-815432,0
T48312-428697,0
T40328-584321,0
T11844-667483,0
T87495-521951,0
T63432-100009,0
T94874-481386,0
T1947-320061,0
T67539-779903,0
T98130-277425,0
T37993-644646,0
T32778-570355,0
T89928-169306,0
T46219-203162,0
T76645-785091,0
T60505-410120,1
T79650-638854,0
T15408-491606,0
T33454-93019,0
T54008-541298,0
T36453-377687,0
T84560-608515,0
T71566-173579,0
T53191-804879,0
T39087-69381,0
T58688-446323,1
T78259-347918,0
T50560-710570,0
T91688-691607,0
T98014-452729,0
T71073-241804,0
T57463-826226,0
T13131-704490,0
T92415-360670,0
T37567-739826,0
T672-732869,0
T401-960329,0
T23254-196925,0
T55093-947600,0
T57997-787976,0
T53444-816002,0
T88821-851859,0
T66577-807229,0
T53013-766983,0
T84767-602260,0
T96601-936959,0
T88923-208959,0
T18079-340591,0
T46870-580540,0
T73949-13609,0
T49434-547821,0
T47197-233036,0
T46770-995512,0
T49395-293547,0
T89976-988913,0
T7494-713031,0
T57919-831026,0
T94880-839789,0
T6492-391154,0
T41818-487591,0
T57003-912559,0
T60351-102165,0
T93366-910277,1
T47585-792294,0
T87930-181096,0
T4707-76169,1
T61388-165510,1
T48197-312817,0
T452-575766,0
T73671-534500,0
T3931-987127,0
T67271-175516,0
T68808-740922,1
T20836-501965,0
T80506-444591,0
T34869-74816,0
T99932-457200,0
T43025-201856,0
T69826-442605,0
T24924-743158,0
T60738-115509,0
T62824-513340,0
T38388-638122,0
T10498-46572,0
T64482-342862,0
T24792-171074,0
T48541-416535,0
T87583-988082,1
T59298-372869,0
T8922-858912,0
T37949-728312,0
T68744-282582,0
T38756-359221,0
T14198-99749,0
T55760-343780,0
T15523-951440,0
T83230-453261,0
T59311-328433,0
T16746-772836,0
T38822-92239,0
T13653-760112,0
T48906-791361,0
T84912-501781,0
T67782-416600,0
T2233-80039,0
T29017-300654,0
T73122-502926,0
T87275-461219,0
T56695-264482,0
T39320-467314,0
T8953-924146,0
T22802-393487,0
T93727-436602,0
T57903-832098,0
T59923-945016,0
T88378-147300,0
T59791-761365,1
T59766-823550,0
T92554-886744,0
T89616-822139,0
T93962-78165,0
T23812-701686,0
T3393-384706,1
T97232-576386,0
T83727-778414,0
T65250-339241,0
T78871-576519,0
T72171-994143,0
T24398-428599,0
T11642-367720,0
T17116-201483,0
T78593-283760,0
T17629-253727,0
T40176-797645,1
T475-45775,0
T27252-644348,1
T69489-333835,0
T1310-830342,0
T73640-584337,0
T19698-625553,0
T44013-273795,1
T40735-627231,0
T73126-430711,0
T85784-432676,0
T83823-110894,0
T52091-329844,0
T87386-388110,0
T76567-410750,1
T72033-904228,0
T49378-690598,0
T84836-54240,0
T82985-574856,0
T84524-332448,0
T85488-533216,0
T29386-140843,0
T2175-111823,0
T84424-980803,0
T77253-692229,0
T29161-200047,0
T17444-589934,0
T80105-596971,0
T8764-795359,0
T18128-608119,0
T58793-163014,1
T58478-912480,0
T24819-717574,0
T71314-333005,0
T62012-272299,0
T565-702326,0
T42133-750451,0
T91441-170649,0
T55118-797170,0
T68146-819903,0
T71578-713249,0
T59348-744138,0
T79574-25316,0
T92692-95491,0
T5100-393447,1
T13853-651990,0
T11438-51585,0
T12540-179245,0
T46933-422830,0
T44872-119891,0
T37701-301758,0
T41921-419797,0
T93063-308721,0
T11072-837713,0
T73923-669472,0
T55853-33309,0
T22234-997763,0
T29351-955396,0
T40494-542698,0
T41636-503543,0
T43565-556762,0
T84444-627500,0
T22037-271248,0
T61032-433291,0
T78179-452940,0
T39627-220751,0
T68195-388933,0
T50244-800112,0
T21632-279420,0
T74412-715405,0
T17234-112173,0
T99919-495692,0
T80381-754288,0
T11437-97048,0
T6073-541685,0
T97861-311369,0
T78411-48287,0
T14473-695211,0
T31733-283554,0
T29747-997578,0
T18393-759353,0
T91233-647725,0
T41552-334335,0
T61745-851097,1
T99857-904178,0
T8201-840560,0
T309-743319,0
T49671-335245,0
T44083-449906,0
T52518-881430,0
T70735-198295,0
T95731-805466,0
T79430-869052,0
T57538-895958,0
T69896-434634,0
T11693-569540,0
T95198-264930,0
T25401-189968,0
T27988-991532,0
T4402-847760,0
T51465-380745,0
T77526-722839,0
T21433-731490,0
T80452-533098,0
T47333-424622,0
T38426-747116,0
T59933-859045,0
T21552-47204,0
T23257-329591,0
T64904-179674,0
T30973-375831,0
T85827-787913,1
T22408-413606,0
T18367-712035,0
T43436-371567,0
T34337-123544,0
T64646-800247,0
T48466-316700,0
T65290-231192,0
T23143-243254,0
T27145-392654,0
T70273-802081,0
T1140-11897,0
T9334-628142,0
T32605-763815,0
T83320-565779,0
T56927-911429,0
T40141-765894,0
T85396-263659,0
T71132-26368,0
T38830-710083,0
T26261-595034,0
T83107-478581,0
T54365-363681,0
T39704-427540,0
T32909-428307,0
T97272-683566,0
T46251-362003,0
T38905-468458,0
T77412-121297,0
T93310-924296,0
T77954-85627,0
T70041-186599,0
T74962-233639,0
T36347-951756,0
T91403-255558,0
T28100-308766,0
T81600-710622,0
T3493-149112,0
T82999-708510,0
T15900-669322,0
T42951-582973,0
T73324-43426,1
T55198-852823,0
T74886-539308,0
T40372-87807,0
T88951-536400,0
T977-858873,0
T51925-132714,0
T30277-312672,0
T66210-124523,0
T12723-831452,0
T39711-596614,0
T34224-799133,0
T49267-913258,0
T91700-258892,0
T16542-204576,0
T44724-468527,0
T31597-914389,0
T2941-559168,0
T69882-422082,0
T94556-903298,0
T90298-917062,0
T50348-695341,0
T57720-368057,0
T8182-301608,0
T52303-871938,0
T14390-448249,0
T98247-481894,0
T24174-384906,0
T22716-950685,0
T16839-695970,0
T76579-495825,0
T10554-989181,0
T45562-295698,0
T52253-527351,0
T27423-415090,1
T7539-657995,0
T96214-118164,0
T15197-528258,0
T12152-989553,0
T35694-761753,0
T57183-914337,0
T87883-990474,0
T62192-873873,0
T21579-475737,0
T84674-307089,0
T81844-992876,0
T54734-545435,0
T16612-796887,0
T50752-723032,0
T44697-902777,0
T55419-263790,0
T75535-830508,0
T15422-976478,0
T89576-65430,1
T94199-393017,0
T88082-741048,0
T11690-768875,0
T22983-460973,1
T32307-360098,0
T24003-454151,0
T54110-411632,0
T14906-607806,0
T59192-368762,0
T65624-208085,0
T7273-75152,0
T16885-171475,0
T61957-576440,0
T9371-212987,0
T74594-14207,0
T53779-224454,0
T48928-168568,0
T10823-280629,0
T25186-71163,0
T60697-440222,0
T36369-119281,0
T59340-487453,0
T4563-849949,0
T86759-811812,0
T7707-257887,0
T85676-938063,1
T53701-671927,0
T82620-867851,0
T54082-621626,0
T10208-515386,0
T89703-204279,0
T40318-197900,0
T34417-406625,0
T82404-337940,0
T35945-615317,0
T86844-994215,1
T50080-113667,0
T61061-866385,0
T80623-769170,0
T19367-300555,0
T6714-40983,0
T6873-970186,0
T42531-328492,0
T34213-244023,0
T52535-101141,0
T95612-205318,1
T57426-388361,0
T52157-362505,0
T82243-369494,0
T94771-498807,0
T27155-559503,0
T77594-615467,0
T36981-937324,0
T61484-550091,0
T60077-807015,0
T4086-762711,0
T25058-700120,0
T48864-181658,0
T17047-866755,0
T53055-121260,0
T62162-349614,0
T28841-993532,0
T67052-412573,0
T78016-218609,0
T2015-761647,0
T55010-869070,0
T44882-275030,0
T77673-971883,0
T65096-889598,0
T91113-331643,0
T84750-500896,0
T29420-264939,0
T97513-920959,0
T24185-87793,0
T86816-803929,0
T77465-695235,0
T99627-957215,0
T69139-204892,0
T63351-153339,0
T63478-882499,1
T53287-427469,0
T63778-667285,0
T5461-615798,1
T87263-819591,0
T3798-832902,0
T45480-222285,0
T69057-633804,0
T78817-719481,0
T78284-519415,0
T2688-964778,1
T51052-49397,0
T76648-186035,0
T72324-266295,1
T56747-314287,1
T66491-715736,0
T27506-552861,0
T45088-931229,0
T82305-490904,0
T32164-330246,0
T61217-917914,0
T63608-812239,0
T22935-823774,0
T2074-511553,0
T45307-994524,0
T59902-261657,0
T2081-194259,0
T44634-672055,0
T40189-324222,0
T34476-109149,0
T35842-868745,0
T32787-917634,0
T90454-889508,0
T69818-483738,0
T26083-553458,0
T43634-122943,0
T41288-330828,0
T14117-845881,0
T77431-26025,0
T28796-767867,0
T92105-996030,0
T2970-384478,0
T1748-335986,0
T70570-791378,0
T8513-545861,0
T17531-653363,0
T92991-207434,0
T26584-225818,0
T39853-893458,0
T22866-880501,0
T6482-758353,0
T34660-36512,0
T25103-429470,0
T48492-554149,0
T91684-144462,0
T38258-423064,0
T27867-457434,0
T12695-508993,0
T95840-866407,0
T91090-214396,0
T10419-659734,0
T79990-126797,0
T9853-118467,0
T15944-370533,0
T83323-415734,0
T34445-82200,0
T22446-476815,0
T94110-697818,0
T61225-166845,0
T47647-448329,0
T56601-968955,0
T98052-136439,0
T53315-313304,0
T83571-494722,0
T94972-784676,0
T33598-213165,0
T57779-279590,0
T72171-332385,0
T73003-441262,0
T48936-804137,0
T36815-331616,0
T30368-214145,0
T64378-393819,1
T78744-645491,0
T85878-57733,0
T14609-532146,0
T99977-526646,0
T3990-456734,0
T61887-551354,0
T23068-246965,0
T36723-996381,0
T89723-542636,0
T40787-528548,0
T64272-489362,0
T58515-344580,0
T43240-208415,0
T88869-623209,0
T35508-975616,0
T47532-638484,0
T38570-705724,0
T41965-994603,0
T36221-398042,0
T19011-172637,0
T60477-595651,0
T98774-582226,0
T62208-140049,0
T129-284446,0
T22312-532509,0
T41507-54441,0
T66014-416642,0
T43501-697037,0
T15715-910599,0
T10019-318894,0
T39817-924048,0
T27577-882706,0
T48383-217193,0
T37515-981992,1
T17117-60943,0
T96225-263294,0
T64563-716847,0
T97564-300561,0
T96692-725788,0
T97367-342232,0
T32213-821926,0
T82918-119951,0
T98915-181545,0
T58414-146396,0
T66024-426195,0
T11524-101101,0
T65144-953172,0
T20429-204564,0
T7859-483059,0
T93015-133669,0
T77521-721053,0
T57092-730706,0
T24573-466148,0
T78828-149728,0
T30690-833686,0
T5706-56915,0
T29750-19185,0
T32045-109753,0
T96763-811295,0
T72671-515702,0
T86137-405988,0
T67478-900481,0
T75748-745408,0
T67546-499488,0
T87078-939536,0
T31489-545482,0
T95045-469124,0
T84371-631778,0
T21536-27587,0
T80639-817825,0
T1878-247340,0
T53650-298747,0
T97209-790087,0
T67100-812169,0
T28421-411995,1
T40282-550636,0
T19700-938775,0
T26944-999530,0
T11766-896764,0
T40866-285112,0
T25209-291430,0
T91127-537486,0
T58867-97897,0
T82718-963937,0
T94423-351731,0
T87600-285775,0
T18938-878304,0
T70301-286794,0
T28729-971079,0
T79258-70008,0
T78139-239443,0
T29059-420109,0
T86633-261326,0
T24685-704136,0
T57984-990781,0
T30137-639526,0
T64117-766614,0
T65983-147088,1
T11182-143271,0
T57781-302635,0
T57191-506288,0
T47992-185998,0
T40032-828917,0
T20744-634158,0
T63030-354677,0
T496-41186,0
T81674-372690,0
T40026-778372,0
T17691-588602,0
T98726-523058,0
T94824-786906,0
T84461-307875,0
T72774-398536,0
T48832-408481,0
T99110-86448,1
T75006-330053,0
T87446-568931,0
T81459-821016,0
T51182-578073,1
T93257-729088,0
T91066-77280,0
T75282-238973,0
T68869-762641,1
T71306-72332,0
T75060-560411,0
T14194-399996,0
T71202-258263,0
T13278-955829,0
T44096-261814,0
T95281-587006,0
T77995-660568,0
T53651-585474,0
T24110-419755,0
T47740-144891,0
T22799-594724,0
T18185-85759,0
T16728-379460,0
T2678-469793,0
T17634-443992,0
T11615-552706,0
T12349-69674,0
T12980-943462,0
T47601-523609,0
T6077-535187,0
T49124-820794,0
T17987-483943,0
T69329-50984,0
T13640-34706,0
T94728-468430,0
T55251-815494,0
T22881-524401,0
T7415-575382,0
T45025-747761,0
T59617-897498,0
T24507-791678,0
T76309-44283,0
T78610-911230,0
T77856-816782,0
T48089-39389,0
T10531-886475,0
T168-719005,0
T65525-99012,1
T85866-279761,0
T31481-647938,0
T60903-783462,0
T15820-549683,0
T40588-191800,0
T79152-31876,1
T22142-310122,0
T90890-545498,0
T41514-613547,0
T32997-763303,0
T52928-464085,0
T66500-358507,0
T50609-399287,0
T75215-581517,0
T21452-994165,0
T67402-13096,0
T48257-159891,0
T19345-68753,0
T24114-748684,0
T19551-360406,0
T67172-989403,0
T42821-445205,0
T13233-626702,0
T49391-189599,0
T99191-223412,1
T44320-681541,0
T54267-763567,0
T13386-593462,0
T44502-600013,0
T15585-533089,0
T99609-884725,0
T79790-450234,0
T51393-79760,0
T86883-318864,0
T94384-100098,0
T58129-253164,0
T64476-172441,0
T97736-632063,0
T37870-363947,0
T22084-748511,0
T92627-554729,0
T8552-116261,0
T11949-552375,0
T32313-691619,0
T97082-709378,0
T66830-895568,0
T75010-886712,0
T54474-71172,0
T82464-786977,0
T11147-370783,0
T82702-633768,0
T48342-713757,0
T15983-547954,0
T60858-87213,1
T52726-752379,0
T24816-275154,0
T92876-459844,0
T48868-91589,0
T86301-470000,0
T5660-272568,1
T82630-295147,0
T7844-715177,0
T82806-690828,0
T55730-711873,0
T58994-666281,0
T50060-327670,0
T63200-480798,0
T63098-172683,0
T63077-424482,0
T80051-580023,0
T21223-270431,0
T81062-711408,0
T74120-655868,0
T82699-338432,0
T51538-326537,0
T29813-332615,0
T16673-313329,0
T9562-232272,0
T47989-155858,0
T71460-60393,0
T99028-779871,0
T43446-605273,0
T76567-744749,0
T67130-714048,0
T52153-45502,0
T69427-321016,0
T64285-302983,0
T32399-216854,0
T93934-262139,0
T61775-758003,0
T21547-290071,0
T144-569247,0
T89934-813928,0
T19217-788852,0
T59970-408885,0
T61827-22758,0
T55370-345381,0
T16401-964555,0
T37256-14021,0
T60684-877004,0
T57646-951951,0
T81311-673169,0
T78879-906544,0
T7186-61674,0
T62514-760526,0
T49810-580196,0
T93755-916529,0
T45328-474311,0
T19174-143618,0
T91017-303100,0
T61300-933793,0
T32146-720126,0
T4967-609836,0
T49429-110375,0
T91019-706709,0
T73012-875603,1
T47682-624992,0
T5086-122710,0
T617-712396,0
T58806-942334,0
T9930-442142,0
T25934-246170,1
T95988-419450,0
T6595-955623,0
T1084-418815,0
T4404-710966,0
T21969-343897,0
T13866-406753,0
T84330-940742,0
T40492-418855,0
T41447-114754,0
T78756-237057,0
T10229-216047,0
T8999-256806,0
T34458-610844,0
T28911-915376,0
T63992-246101,0
T98572-801865,0
T2405-646311,0
T74809-642609,0
T22339-334808,0
T79920-769990,0
T91162-686203,0
T57482-340553,0
T82823-739087,0
T40063-389906,0
T37629-188022,0
T44691-182099,0
T79976-701554,0
T43687-107124,1
T25914-980124,0
T68707-575760,0
T70858-86671,0
T27037-487740,0
T24088-682908,0
T48787-132126,0
T69671-134615,0
T58575-948964,0
T80595-130581,0
T41398-416042,0
T74403-647386,0
T6002-472967,0
T20511-476358,0
T76141-359473,0
T57188-811368,0
T64420-507201,0
T69365-504781,0
T82040-778696,0
T7878-294121,0
T82880-867130,0
T90435-835738,1
T63480-182568,0
T99124-975583,0
T15632-633470,0
T63966-702147,0
T44150-837261,0
T23074-875163,0
T98842-14979,0
T87610-406147,1
T4761-467641,0
T13250-638878,0
T95230-169235,0
T27962-708402,0
T38187-668116,0
T15901-333691,0
T27883-963388,0
T54131-851455,0
T77933-999561,0
T93494-736277,1
T83869-118109,0
T42239-687993,0
T26799-934833,0
T53400-433476,0
T84681-781366,0
T12104-582494,0
T79887-851827,0
T32167-806609,0
T7032-362469,0
T85451-266605,0
T47096-823513,0
T22049-314412,1
T28466-245340,0
T55119-670584,0
T30476-118387,0
T76293-244268,0
T55888-416692,0
T82773-476660,0
T30638-112970,0
T77128-467533,0
T67104-556213,0
T9875-604905,0
T99931-826716,0
T26612-984510,0
T72139-19271,0
T66018-650117,0
T73507-988011,0
T66026-617308,0
T7860-44734,0
T47502-699610,0
T1968-14243,0
T856-501065,0
T29445-373911,0
T89969-46336,0
T51815-248128,0
T29216-169611,0
T35383-241787,0
T61653-699752,0
T87447-34473,0
T5776-845717,0
T12642-502236,0
T35866-722504,0
T17636-99128,0
T55098-692946,0
T25345-484224,0
T92745-580517,0
T17393-647996,0
T72552-836968,0
T33505-949469,0
T13876-379657,0
T75011-114192,0
T88481-614522,0
T93541-809514,0
T85017-98725,0
T73447-632227,0
T78247-750285,0
T11891-33051,0
T14641-767334,1
T25777-974759,0
T85559-32794,0
T37563-900948,0
T65074-805406,0
T23617-70173,0
T34169-973060,0
T79383-660148,1
T16446-118736,0
T12983-743276,0
T94403-442112,0
T1674-490465,0
T59300-353203,0
T34689-510257,0
T52845-449983,0
T74400-346541,0
T53951-746780,0
T91033-611048,0
T7367-224683,0
T8989-603339,0
T47587-497594,0
T25230-13379,0
T69544-204863,0
T87826-154944,0
T49193-701898,0
T29726-698800,0
T17674-820597,0
T30729-545624,0
T86899-224114,0
T50506-816412,0
T59944-427883,0
T60676-317051,0
T81522-933825,0
T94805-918717,0
T60811-302814,0
T49444-443445,0
T82915-136756,0
T920-416636,0
T84990-783973,0
T93631-687448,0
T30061-789173,0
T98120-306325,0
T22348-896506,0
T82782-59552,0
T6330-268473,0
T60221-589959,0
T89473-117115,0
T8310-905922,0
T79497-480843,0
T50632-516019,0
T91194-187484,0
T18225-458997,0
T54393-917311,1
T63203-294934,0
T51489-405905,0
T14979-114535,0
T84470-449599,0
T63378-302392,0
T13811-388037,0
T9760-359814,0
T23578-439114,0
T34724-991696,0
T90118-390888,0
T75546-937246,0
T82827-783750,1
T45589-915419,0
T67536-425441,0
T12638-707878,0
T74449-417204,0
T88714-159217,0
T33298-345291,0
T92210-682777,0
